"gene","log2FoldChange","padj","pvalue","metabolite","comparison","region","row_id"
"Polb",0.3,0.00178015890199817,1.74109071621741e-05,"dTTP","28_vs_12","plx","plx | 28_vs_12 | dTTP"
"Nme1",0.2,0.00894560386166069,0.000180120628547338,"dUTP","28_vs_12","plx","plx | 28_vs_12 | dUTP"
"Arhgef37",-1.1,0.0361351485676562,0.00164371767228956,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Ctnnal1",-0.8,0.0356380159852765,0.00160236614062048,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Dock1",-0.7,0.00204349364344232,2.05729744565835e-05,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Dock2",-1,0.00178015890199817,1.75749644780282e-05,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Gnai3",-0.2,0.0447361887337074,0.00228345507312301,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Gnaq",0.4,0.045670011649787,0.00239384901282009,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Guk1",0.2,0.0499486367338608,0.00281014727373796,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Hras",0.3,0.0128235303383276,0.000312342418606966,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Mcf2l",0.3,0.0453972061367404,0.00235609487350276,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Rac2",-1.2,0.000930219614128949,6.7669912173579e-06,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Rasgrp3",-0.9,0.049136415667026,0.00272554552998443,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Sorbs3",-0.8,0.00172156232492789,1.62137267546469e-05,"GMP","28_vs_12","plx","plx | 28_vs_12 | GMP"
"Adssl1",-1.1,0.0128235303383276,0.000312143877080799,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Arhgdig",0.4,0.018166222838718,0.000517867349347609,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Cyth4",-0.8,0.00100685399911939,7.56219098025131e-06,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Daam1",-0.4,0.00173722006854634,1.6474027670029e-05,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Dnm2",-0.5,0.0131014646010746,0.00032421784963688,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Dock1",-0.7,0.00204349364344232,2.05729744565835e-05,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Dock2",-1,0.00178015890199817,1.75749644780282e-05,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Fgd2",-0.8,0.00190944036003315,1.89753426269858e-05,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Gbp2",-1.3,0.00904899352891875,0.000183377889128517,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Gbp3",-1.9,5.74069490269443e-06,1.45419005719072e-08,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Gbp6",-1.3,0.019716739885336,0.000594217154247591,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Gbp7",-0.7,0.0111978691050585,0.000254563145412476,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Gfm2",-0.4,0.00525974823834593,8.54077071698158e-05,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Gimap4",-2.5,0.0117563218126073,0.000272661702855198,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Gnai3",-0.2,0.0447361887337074,0.00228345507312301,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Gnaq",0.4,0.045670011649787,0.00239384901282009,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Hras",0.3,0.0128235303383276,0.000312342418606966,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Ipo13",-0.2,0.0481146638313603,0.00262486510280943,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Iqgap1",-0.4,0.0262378588442516,0.00093390144496297,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Lsg1",-0.4,0.00706737676055792,0.000132448383733808,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Mcf2l",0.3,0.0453972061367404,0.00235609487350276,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Nek9",-0.4,0.00914922362793332,0.000189568870960687,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Nkiras1",0.2,0.0430501497192276,0.00215865910517301,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Nme1",0.2,0.00894560386166069,0.000180120628547338,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Pak3",0.4,0.0239488855507015,0.000820823851999564,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Plce1",-0.4,0.0158707087968684,0.000424703301137294,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Pld1",-0.7,0.0217840426069966,0.000705510527954975,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Rac2",-1.2,0.000930219614128949,6.7669912173579e-06,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Rac3",0.5,0.00447880002784652,6.45812942440847e-05,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Ran",0.2,0.028565683497393,0.00108915234088632,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Rasgrp3",-0.9,0.049136415667026,0.00272554552998443,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Rhod",-1.3,0.0142606812888212,0.000360314693514644,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Rhoj",-0.9,0.00822688274330339,0.000159236883444038,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Sorbs3",-0.8,0.00172156232492789,1.62137267546469e-05,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Sytl2",-0.6,0.0180626983069632,0.000512350841202212,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Tubb2b",0.5,0.0146011550621133,0.00037745256655762,"GTP","28_vs_12","plx","plx | 28_vs_12 | GTP"
"Nme1",0.2,0.00894560386166069,0.000180120628547338,"ITP","28_vs_12","plx","plx | 28_vs_12 | ITP"
"Nme1",0.2,0.00894560386166069,0.000180120628547338,"UTPpseudoUTP","28_vs_12","plx","plx | 28_vs_12 | UTPpseudoUTP"
"Uap1l1",-0.6,0.000428307665903339,2.47592766078184e-06,"UTPpseudoUTP","28_vs_12","plx","plx | 28_vs_12 | UTPpseudoUTP"
"Polb",0.3,0.00178015890199817,1.74109071621741e-05,"f5dCTP","28_vs_12","plx","plx | 28_vs_12 | f5dCTP"
"Hnrnpc",0.2,0.0033176970102947,4.06662150299151e-05,"m6dA","28_vs_12","plx","plx | 28_vs_12 | m6dA"
"Uhrf2",0.3,0.0334605634306861,0.00139745013548527,"mChm5dC","28_vs_12","plx","plx | 28_vs_12 | mChm5dC"
"Eif4e",0.2,0.0443252643341802,0.00225138715960827,"mG","28_vs_12","plx","plx | 28_vs_12 | mG"
"Ak2",-0.2,0.0314386042804176,0.00026623191163391,"dAMP","21_vs_15","plx","plx | 21_vs_15 | dAMP"
"Ak2",-0.2,0.0314386042804176,0.00026623191163391,"AMPdGMP","21_vs_15","plx","plx | 21_vs_15 | AMPdGMP"
"Ube2l6",-0.4,0.0166302793846235,0.00010206163988755,"AMPdGMP","21_vs_15","plx","plx | 21_vs_15 | AMPdGMP"
"Arhgef18",0.2,0.0314386042804176,0.000266316004069612,"GMP","21_vs_15","plx","plx | 21_vs_15 | GMP"
"Gngt2",-0.6,0.0206791636200431,0.000137635868470064,"GMP","21_vs_15","plx","plx | 21_vs_15 | GMP"
"Rac2",-0.6,0.0311614119005222,0.000252924255221517,"GMP","21_vs_15","plx","plx | 21_vs_15 | GMP"
"Arl5b",0.4,0.0429337188752998,0.000415646821567614,"GTP","21_vs_15","plx","plx | 21_vs_15 | GTP"
"Cyth4",-0.6,0.000195717345571375,2.07197751981462e-07,"GTP","21_vs_15","plx","plx | 21_vs_15 | GTP"
"Gfm2",-0.3,0.00586824248699957,2.14309781172e-05,"GTP","21_vs_15","plx","plx | 21_vs_15 | GTP"
"Gngt2",-0.6,0.0206791636200431,0.000137635868470064,"GTP","21_vs_15","plx","plx | 21_vs_15 | GTP"
"Nin",0.3,0.0162951023872851,9.56389502974923e-05,"GTP","21_vs_15","plx","plx | 21_vs_15 | GTP"
"Nras",-0.2,0.0411893144564351,0.000388790043879946,"GTP","21_vs_15","plx","plx | 21_vs_15 | GTP"
"Rac2",-0.6,0.0311614119005222,0.000252924255221517,"GTP","21_vs_15","plx","plx | 21_vs_15 | GTP"
"Rngtt",0.2,0.00686223368196487,2.78193051788979e-05,"GTP","21_vs_15","plx","plx | 21_vs_15 | GTP"
"Syvn1",0.2,0.0419207495986377,0.000114142538388013,"AMPdGMP","26_vs_15","plx","plx | 26_vs_15 | AMPdGMP"
"Ube2l6",-0.6,0.0394432097591576,0.000105010058050641,"AMPdGMP","26_vs_15","plx","plx | 26_vs_15 | AMPdGMP"
"Eif2b2",0.2,0.0427625458775195,0.000123706501169393,"GTP","26_vs_15","plx","plx | 26_vs_15 | GTP"
"Trim25",-1,0.00842317282061597,2.54115240373507e-05,"AMPdGMP","28_vs_15","plx","plx | 28_vs_15 | AMPdGMP"
"Ube2l6",-0.7,0.0256740883131888,0.000142760384586793,"AMPdGMP","28_vs_15","plx","plx | 28_vs_15 | AMPdGMP"
"Dock2",-0.9,0.0133845597003965,4.67133405692633e-05,"GMP","28_vs_15","plx","plx | 28_vs_15 | GMP"
"Rac2",-0.9,0.0280411544041365,0.000162722301439732,"GMP","28_vs_15","plx","plx | 28_vs_15 | GMP"
"Cyth4",-0.6,0.0244634457997988,0.00013313439891047,"GTP","28_vs_15","plx","plx | 28_vs_15 | GTP"
"Dock2",-0.9,0.0133845597003965,4.67133405692633e-05,"GTP","28_vs_15","plx","plx | 28_vs_15 | GTP"
"Gbp3",-1.3,0.0116507821348084,3.91060213426463e-05,"GTP","28_vs_15","plx","plx | 28_vs_15 | GTP"
"Rac2",-0.9,0.0280411544041365,0.000162722301439732,"GTP","28_vs_15","plx","plx | 28_vs_15 | GTP"
"Dlg4",-0.2,0.0083794333960033,2.97509054252678e-05,"GMP","15_vs_3","plx","plx | 15_vs_3 | GMP"
"Dock2",0.7,0.00906082441326023,3.59109870268226e-05,"GMP","15_vs_3","plx","plx | 15_vs_3 | GMP"
"Arfgef2",0.2,0.00703022921863698,2.07933428531114e-05,"GTP","15_vs_3","plx","plx | 15_vs_3 | GTP"
"Dock2",0.7,0.00906082441326023,3.59109870268226e-05,"GTP","15_vs_3","plx","plx | 15_vs_3 | GTP"
"Uap1l1",0.3,0.012239444096447,5.21289544480441e-05,"UTPpseudoUTP","15_vs_3","plx","plx | 15_vs_3 | UTPpseudoUTP"
"Hnrnpc",-0.1,0.0467548561255375,0.000362312106030489,"m6dA","15_vs_3","plx","plx | 15_vs_3 | m6dA"
"Trim25",-1.1,0.0136994480207108,5.60677260785216e-06,"AMPdGMP","28_vs_18","plx","plx | 28_vs_18 | AMPdGMP"
"Mid1",-0.9,0.0307392766530364,0.000769513471065555,"AMPdGMP","18_vs_3","plx","plx | 18_vs_3 | AMPdGMP"
"Pde10a",-0.3,0.0103651340309577,0.000159167383261766,"AMPdGMP","18_vs_3","plx","plx | 18_vs_3 | AMPdGMP"
"Uba6",-0.2,0.0463486811862626,0.00131997014812795,"AMPdGMP","18_vs_3","plx","plx | 18_vs_3 | AMPdGMP"
"Ube2a",-0.2,0.000171745938466954,1.07407676688312e-06,"AMPdGMP","18_vs_3","plx","plx | 18_vs_3 | AMPdGMP"
"Dlg4",-0.2,0.000738190071386652,5.98779562548925e-06,"GMP","18_vs_3","plx","plx | 18_vs_3 | GMP"
"Dock2",0.9,1.78044305155165e-05,7.16586986692615e-08,"GMP","18_vs_3","plx","plx | 18_vs_3 | GMP"
"Eif5",0.1,0.0307308074886009,0.000766843059932269,"GMP","18_vs_3","plx","plx | 18_vs_3 | GMP"
"Gna15",0.7,0.011268664573657,0.000180151173674978,"GMP","18_vs_3","plx","plx | 18_vs_3 | GMP"
"Pde10a",-0.3,0.0103651340309577,0.000159167383261766,"GMP","18_vs_3","plx","plx | 18_vs_3 | GMP"
"Prex2",-0.3,0.00746800992091098,0.000100344158070445,"GMP","18_vs_3","plx","plx | 18_vs_3 | GMP"
"Rac2",0.8,0.000152971196632894,9.28246270589695e-07,"GMP","18_vs_3","plx","plx | 18_vs_3 | GMP"
"Arhgdib",0.4,0.0059423195148659,7.248525971694e-05,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Arl5b",-0.4,0.0149946046437221,0.000270709844455302,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Dock2",0.9,1.78044305155165e-05,7.16586986692615e-08,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Eif5",0.1,0.0307308074886009,0.000766843059932269,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Erc1",-0.3,0.00550724735905884,6.61551695143911e-05,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Gbp7",0.4,0.0218436553523745,0.000450398590237815,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Gfm2",0.3,0.000760237764329149,6.260781588593e-06,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Gimap4",1.4,0.0479532262658253,0.00137475812762087,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Prex2",-0.3,0.00746800992091098,0.000100344158070445,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Rac2",0.8,0.000152971196632894,9.28246270589695e-07,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Rngtt",-0.2,0.0304954419020467,0.000759081587902338,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Rras2",-0.5,0.0282954918842674,0.000662123245110314,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Tbcd",0.2,0.0141734985806473,0.000250120563187893,"GTP","18_vs_3","plx","plx | 18_vs_3 | GTP"
"Trub2",0.2,0.0288139168483835,0.000688696804112704,"UpseudoU","18_vs_3","plx","plx | 18_vs_3 | UpseudoU"
"Uap1l1",0.3,0.0103826259417139,0.000160274852202517,"UTPpseudoUTP","18_vs_3","plx","plx | 18_vs_3 | UTPpseudoUTP"
"Alkbh3",0.3,0.0174362167706815,0.000334688990644659,"f5dC","18_vs_3","plx","plx | 18_vs_3 | f5dC"
"Alkbh3",0.3,0.0174362167706815,0.000334688990644659,"f5dCTP","18_vs_3","plx","plx | 18_vs_3 | f5dCTP"
"Alkbh3",0.3,0.0174362167706815,0.000334688990644659,"m5dC","18_vs_3","plx","plx | 18_vs_3 | m5dC"
"Alkbh3",0.3,0.0174362167706815,0.000334688990644659,"m6dA","18_vs_3","plx","plx | 18_vs_3 | m6dA"
"Alkbh3",0.3,0.0174362167706815,0.000334688990644659,"mA","18_vs_3","plx","plx | 18_vs_3 | mA"
"Ythdc2",-0.2,0.0241561823623656,0.000527995812626319,"mA","18_vs_3","plx","plx | 18_vs_3 | mA"
"Alkbh3",0.3,0.0174362167706815,0.000334688990644659,"mChm5dC","18_vs_3","plx","plx | 18_vs_3 | mChm5dC"
"Cdipt",-0.1,0.0425611671005996,0.0083489625304135,"CMP","21_vs_3","plx","plx | 21_vs_3 | CMP"
"Entpd1",0.4,0.000371089937692736,1.05980789369499e-05,"CMP","21_vs_3","plx","plx | 21_vs_3 | CMP"
"Sgms2",0.5,0.0408551005269401,0.00788574881593386,"CMP","21_vs_3","plx","plx | 21_vs_3 | CMP"
"St3gal2",-0.2,0.0125611948379073,0.00139695505004378,"CMP","21_vs_3","plx","plx | 21_vs_3 | CMP"
"St6gal2",-0.5,0.00141821381418166,6.20507745367895e-05,"CMP","21_vs_3","plx","plx | 21_vs_3 | CMP"
"Uck2",-0.2,0.0129852896847476,0.0014731904252981,"CMP","21_vs_3","plx","plx | 21_vs_3 | CMP"
"Ak2",0.2,0.02656085056103,0.00425565028653763,"dAMP","21_vs_3","plx","plx | 21_vs_3 | dAMP"
"Cda",0.6,0.0485869206692986,0.0101601257235491,"dC","21_vs_3","plx","plx | 21_vs_3 | dC"
"Entpd1",0.4,0.000371089937692736,1.05980789369499e-05,"dTMP","21_vs_3","plx","plx | 21_vs_3 | dTMP"
"Tk2",0.1,0.0321742540342084,0.00558138720373181,"dTMP","21_vs_3","plx","plx | 21_vs_3 | dTMP"
"Xdh",0.7,0.000689910346396976,2.35444023968882e-05,"I","21_vs_3","plx","plx | 21_vs_3 | I"
"Adora1",-0.3,0.0386197177161265,0.00726032933648001,"AdG","21_vs_3","plx","plx | 21_vs_3 | AdG"
"Aacs",-0.3,0.0380180995630868,0.00707361627376365,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Acss2",-0.2,0.0386661517838437,0.00727607745191226,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ak2",0.2,0.02656085056103,0.00425565028653763,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ampd3",0.3,0.0354455882586507,0.0064105320569436,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Asns",-0.1,0.0444087178946764,0.00890168233134847,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ass1",0.4,0.00187429907136704,9.0046194872961e-05,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Birc6",-0.2,0.0287373051654901,0.00476136214803042,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Carns1",0.5,0.0462282536175343,0.00945431701018128,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Cbl",-0.3,0.0197924843196143,0.0027712112734064,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Cnot4",-0.1,0.0417164738604303,0.00812016073146998,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Creb1",-0.2,0.0115685024099228,0.0012410573469349,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Dars2",-0.2,0.011787488886569,0.00127113429149475,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Dzip3",-0.2,0.0013838410301963,6.02034065898918e-05,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Enpp1",0.5,0.0379255332930826,0.00702902301034207,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Enpp3",1.5,0.0058530503786645,0.000446230016162478,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Entpd1",0.4,0.000371089937692736,1.05980789369499e-05,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Fhit",0.5,0.00153341396713099,6.8473377366895e-05,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Herc2",-0.2,0.00284626203096571,0.000160680248979912,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Huwe1",-0.1,0.0351876717198914,0.0063574991078596,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Kars",0.2,0.0141972598676974,0.00168578323511694,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Lars2",-0.4,0.010789264079633,0.00110155017910185,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Lig1",0.5,0.00134776261669909,5.84707325088187e-05,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"March8",0.2,0.0440139671262579,0.008778621715121,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Mib1",-0.2,0.0104052598826686,0.00104260364044891,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Mid1",-0.7,0.0444531835137447,0.00891914785088507,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Nedd4l",-0.4,0.000781038397369511,2.75516055948705e-05,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Nudt5",-0.1,0.0454628654126895,0.00922638911504645,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Pde10a",-0.2,0.0203828303695344,0.00292539926402466,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Pde1c",0.4,0.0466626013924304,0.00959679204531197,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Pde3a",-0.4,0.0485064849869916,0.0101345006752636,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Pde4b",0.2,0.00353736913546845,0.000219172626291505,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Pde8a",0.6,0.0385142357541738,0.00721020423691013,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Prps2",0.3,0.0199271349177564,0.00281659025642154,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Pygl",0.3,0.0200391217219932,0.00283484398777879,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Rnf128",-0.3,0.029576878566358,0.00496258753945124,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Rnf144b",0.3,0.0392425931098458,0.00745578401191479,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Rnf2",-0.2,0.0392641504660686,0.00746700701366573,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Smurf1",-0.3,0.00126104130029051,5.30435348790194e-05,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Tars",-0.1,0.0250175407090264,0.00393420392707446,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Topors",-0.1,0.00855236166810108,0.000781392032361144,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Trim11",-0.1,0.0487128969903269,0.0101953113504895,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Trim25",0.8,0.00032545967533653,9.01921288220069e-06,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Uba6",-0.2,0.00563675614197748,0.000422236588840572,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ube2a",-0.2,6.79709084178042e-06,8.43107413665509e-08,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ube2g2",-0.3,0.0203699690428275,0.00291311035991111,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ube2l6",0.4,0.00287563062432233,0.000163556167898771,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ube2q1",-0.2,0.00877737954445433,0.000812572802263879,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ube2ql1",-0.2,0.00731437565573991,0.000625795799432216,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ube2w",-0.2,0.0235017678821182,0.00361266006331639,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ube3a",-0.1,0.0207994286324113,0.00300978696950525,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Ube3b",-0.2,0.00994034713394109,0.000974968397417469,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Wwp2",0.2,0.00678326696593462,0.00055860267081969,"AMPdGMP","21_vs_3","plx","plx | 21_vs_3 | AMPdGMP"
"Cda",0.6,0.0485869206692986,0.0101601257235491,"C","21_vs_3","plx","plx | 21_vs_3 | C"
"Celf2",-0.4,0.011511554103454,0.00123216186900285,"C","21_vs_3","plx","plx | 21_vs_3 | C"
"Uck2",-0.2,0.0129852896847476,0.0014731904252981,"C","21_vs_3","plx","plx | 21_vs_3 | C"
"Entpd1",0.4,0.000371089937692736,1.05980789369499e-05,"CTP","21_vs_3","plx","plx | 21_vs_3 | CTP"
"Nme1",-0.1,0.0282857906457033,0.00466038651468809,"CTP","21_vs_3","plx","plx | 21_vs_3 | CTP"
"Nme2",0.1,0.0404471680143552,0.00775072191574169,"CTP","21_vs_3","plx","plx | 21_vs_3 | CTP"
"Pcyt1a",0.2,0.0456675371889586,0.00928161538196358,"CTP","21_vs_3","plx","plx | 21_vs_3 | CTP"
"Polr2a",-0.2,0.0060924158815241,0.000477012534077097,"CTP","21_vs_3","plx","plx | 21_vs_3 | CTP"
"Polr3f",-0.2,0.0207994286324113,0.00301398765058189,"CTP","21_vs_3","plx","plx | 21_vs_3 | CTP"
"Uck2",-0.2,0.0129852896847476,0.0014731904252981,"CTP","21_vs_3","plx","plx | 21_vs_3 | CTP"
"Nme1",-0.1,0.0282857906457033,0.00466038651468809,"dCTP","21_vs_3","plx","plx | 21_vs_3 | dCTP"
"Nme2",0.1,0.0404471680143552,0.00775072191574169,"dCTP","21_vs_3","plx","plx | 21_vs_3 | dCTP"
"Polb",-0.1,0.00623458015952498,0.000494933694517866,"dCTP","21_vs_3","plx","plx | 21_vs_3 | dCTP"
"Poli",-0.2,0.0230220151522896,0.00349362945494902,"dCTP","21_vs_3","plx","plx | 21_vs_3 | dCTP"
"Poll",0.3,0.0366214593891114,0.00670518158839785,"dCTP","21_vs_3","plx","plx | 21_vs_3 | dCTP"
"Prim1",0.3,0.0237009279035768,0.00366405704566097,"dCTP","21_vs_3","plx","plx | 21_vs_3 | dCTP"
"Prim2",0.4,0.00837377706030448,0.000757284403287101,"dCTP","21_vs_3","plx","plx | 21_vs_3 | dCTP"
"Uck2",-0.2,0.0129852896847476,0.0014731904252981,"dCTP","21_vs_3","plx","plx | 21_vs_3 | dCTP"
"Nme1",-0.1,0.0282857906457033,0.00466038651468809,"dITP","21_vs_3","plx","plx | 21_vs_3 | dITP"
"Nme2",0.1,0.0404471680143552,0.00775072191574169,"dITP","21_vs_3","plx","plx | 21_vs_3 | dITP"
"Tk2",0.1,0.0321742540342084,0.00558138720373181,"dT","21_vs_3","plx","plx | 21_vs_3 | dT"
"Entpd1",0.4,0.000371089937692736,1.05980789369499e-05,"dTTP","21_vs_3","plx","plx | 21_vs_3 | dTTP"
"Nme1",-0.1,0.0282857906457033,0.00466038651468809,"dTTP","21_vs_3","plx","plx | 21_vs_3 | dTTP"
"Nme2",0.1,0.0404471680143552,0.00775072191574169,"dTTP","21_vs_3","plx","plx | 21_vs_3 | dTTP"
"Polb",-0.1,0.00623458015952498,0.000494933694517866,"dTTP","21_vs_3","plx","plx | 21_vs_3 | dTTP"
"Poli",-0.2,0.0230220151522896,0.00349362945494902,"dTTP","21_vs_3","plx","plx | 21_vs_3 | dTTP"
"Poll",0.3,0.0366214593891114,0.00670518158839785,"dTTP","21_vs_3","plx","plx | 21_vs_3 | dTTP"
"Polr2a",-0.2,0.0060924158815241,0.000477012534077097,"dTTP","21_vs_3","plx","plx | 21_vs_3 | dTTP"
"Prim1",0.3,0.0237009279035768,0.00366405704566097,"dTTP","21_vs_3","plx","plx | 21_vs_3 | dTTP"
"Prim2",0.4,0.00837377706030448,0.000757284403287101,"dTTP","21_vs_3","plx","plx | 21_vs_3 | dTTP"
