"metabolite","gene_symbol","module","gene","gene_label","cluster"
"G","Nt5e","M-152","Nt5 family","Nt5 family","2"
"G","Nt5e","M-156","Nt5 family","Nt5 family","1"
"G","Nt5e","M-158","Nt5 family","Nt5 family","3"
"G","Nt5e","M-159","Nt5 family","Nt5 family","1"
"G","Nt5e","M-162","Nt5 family","Nt5 family","1"
"G","Nt5e","M-164","Nt5 family","Nt5 family","3"
"G","Nt5c1b","M-45","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-138","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-139","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-140","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-143","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-145","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-148","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-149","Nt5 family","Nt5 family","3"
"G","Nt5c1b","M-152","Nt5 family","Nt5 family","2"
"G","Nt5c1b","M-156","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-158","Nt5 family","Nt5 family","3"
"G","Nt5c1b","M-159","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-162","Nt5 family","Nt5 family","1"
"G","Nt5c1b","M-164","Nt5 family","Nt5 family","3"
"G","Nt5c1a","M-45","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-138","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-139","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-140","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-143","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-145","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-148","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-149","Nt5 family","Nt5 family","3"
"G","Nt5c1a","M-152","Nt5 family","Nt5 family","2"
"G","Nt5c1a","M-156","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-158","Nt5 family","Nt5 family","3"
"G","Nt5c1a","M-159","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-162","Nt5 family","Nt5 family","1"
"G","Nt5c1a","M-164","Nt5 family","Nt5 family","3"
"G","Nt5c","M-45","Nt5 family","Nt5 family","1"
"G","Nt5c","M-138","Nt5 family","Nt5 family","1"
"G","Nt5c","M-139","Nt5 family","Nt5 family","1"
"G","Nt5c","M-140","Nt5 family","Nt5 family","1"
"G","Nt5c","M-143","Nt5 family","Nt5 family","1"
"G","Nt5c","M-145","Nt5 family","Nt5 family","1"
"G","Nt5c","M-148","Nt5 family","Nt5 family","1"
"G","Nt5c","M-149","Nt5 family","Nt5 family","3"
"G","Nt5c","M-152","Nt5 family","Nt5 family","2"
"G","Nt5c","M-156","Nt5 family","Nt5 family","1"
"G","Nt5c","M-158","Nt5 family","Nt5 family","3"
"G","Nt5c","M-159","Nt5 family","Nt5 family","1"
"G","Nt5c","M-162","Nt5 family","Nt5 family","1"
"G","Nt5c","M-164","Nt5 family","Nt5 family","3"
"G","Nt5m","M-45","Nt5 family","Nt5 family","1"
"G","Nt5m","M-138","Nt5 family","Nt5 family","1"
"G","Nt5m","M-139","Nt5 family","Nt5 family","1"
"G","Nt5m","M-140","Nt5 family","Nt5 family","1"
"G","Nt5m","M-143","Nt5 family","Nt5 family","1"
"G","Nt5m","M-145","Nt5 family","Nt5 family","1"
"G","Nt5m","M-148","Nt5 family","Nt5 family","1"
"G","Nt5m","M-149","Nt5 family","Nt5 family","3"
"G","Nt5m","M-152","Nt5 family","Nt5 family","2"
"G","Nt5m","M-156","Nt5 family","Nt5 family","1"
"G","Nt5m","M-158","Nt5 family","Nt5 family","3"
"G","Nt5m","M-159","Nt5 family","Nt5 family","1"
"G","Nt5m","M-162","Nt5 family","Nt5 family","1"
"G","Nt5m","M-164","Nt5 family","Nt5 family","3"
"G","Nt5c3","M-45","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-138","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-139","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-140","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-143","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-145","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-148","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-149","Nt5 family","Nt5 family","3"
"G","Nt5c3","M-152","Nt5 family","Nt5 family","2"
"G","Nt5c3","M-156","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-158","Nt5 family","Nt5 family","3"
"G","Nt5c3","M-159","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-162","Nt5 family","Nt5 family","1"
"G","Nt5c3","M-164","Nt5 family","Nt5 family","3"
"G","Nt5c2","M-45","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-138","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-139","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-140","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-143","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-145","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-148","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-149","Nt5 family","Nt5 family","3"
"G","Nt5c2","M-152","Nt5 family","Nt5 family","2"
"G","Nt5c2","M-156","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-158","Nt5 family","Nt5 family","3"
"G","Nt5c2","M-159","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-162","Nt5 family","Nt5 family","1"
"G","Nt5c2","M-164","Nt5 family","Nt5 family","3"
"G","Pnp","M-45","Pnp","Pnp","1"
"G","Pnp","M-139","Pnp","Pnp","1"
"G","Pnp","M-141","Pnp","Pnp","2"
"G","Pnp","M-142","Pnp","Pnp","2"
"G","Pnp","M-143","Pnp","Pnp","1"
"G","Pnp","M-145","Pnp","Pnp","1"
"G","Pnp","M-148","Pnp","Pnp","1"
"G","Pnp","M-149","Pnp","Pnp","3"
"GMP","Nt5e","M-45","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-138","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-139","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-140","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-143","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-145","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-148","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-149","Nt5 family","Nt5 family","3"
"GMP","Nt5e","M-152","Nt5 family","Nt5 family","2"
"GMP","Nt5e","M-156","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-158","Nt5 family","Nt5 family","3"
"GMP","Nt5e","M-159","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-162","Nt5 family","Nt5 family","1"
"GMP","Nt5e","M-164","Nt5 family","Nt5 family","3"
"GMP","Nt5c1b","M-45","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-138","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-139","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-140","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-143","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-145","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-148","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-149","Nt5 family","Nt5 family","3"
"GMP","Nt5c1b","M-152","Nt5 family","Nt5 family","2"
"GMP","Nt5c1b","M-156","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-158","Nt5 family","Nt5 family","3"
"GMP","Nt5c1b","M-159","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-162","Nt5 family","Nt5 family","1"
"GMP","Nt5c1b","M-164","Nt5 family","Nt5 family","3"
"GMP","Nt5c1a","M-45","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-138","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-139","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-140","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-143","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-145","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-148","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-149","Nt5 family","Nt5 family","3"
"GMP","Nt5c1a","M-152","Nt5 family","Nt5 family","2"
"GMP","Nt5c1a","M-156","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-158","Nt5 family","Nt5 family","3"
"GMP","Nt5c1a","M-159","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-162","Nt5 family","Nt5 family","1"
"GMP","Nt5c1a","M-164","Nt5 family","Nt5 family","3"
"GMP","Nt5c","M-45","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-138","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-139","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-140","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-143","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-145","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-148","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-149","Nt5 family","Nt5 family","3"
"GMP","Nt5c","M-152","Nt5 family","Nt5 family","2"
"GMP","Nt5c","M-156","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-158","Nt5 family","Nt5 family","3"
"GMP","Nt5c","M-159","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-162","Nt5 family","Nt5 family","1"
"GMP","Nt5c","M-164","Nt5 family","Nt5 family","3"
"GMP","Nt5m","M-45","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-138","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-139","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-140","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-143","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-145","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-148","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-149","Nt5 family","Nt5 family","3"
"GMP","Nt5m","M-152","Nt5 family","Nt5 family","2"
"GMP","Nt5m","M-156","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-158","Nt5 family","Nt5 family","3"
"GMP","Nt5m","M-159","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-162","Nt5 family","Nt5 family","1"
"GMP","Nt5m","M-164","Nt5 family","Nt5 family","3"
"GMP","Entpd1","M-133","Entpd family","Entpd family","1"
"GMP","Entpd1","M-135","Entpd family","Entpd family","1"
"GMP","Entpd1","M-138","Entpd family","Entpd family","1"
"GMP","Entpd1","M-153","Entpd family","Entpd family","3"
"GMP","Entpd1","M-155","Entpd family","Entpd family","1"
"GMP","Entpd1","M-156","Entpd family","Entpd family","1"
"GMP","Entpd1","M-165","Entpd family","Entpd family","2"
"GMP","Cant1","M-133","Other","Other","1"
"GMP","Cant1","M-135","Other","Other","1"
"GMP","Cant1","M-153","Other","Other","3"
"GMP","Entpd3","M-133","Entpd family","Entpd family","1"
"GMP","Entpd3","M-135","Entpd family","Entpd family","1"
"GMP","Entpd3","M-138","Entpd family","Entpd family","1"
"GMP","Entpd3","M-153","Entpd family","Entpd family","3"
"GMP","Entpd3","M-155","Entpd family","Entpd family","1"
"GMP","Entpd3","M-156","Entpd family","Entpd family","1"
"GMP","Entpd3","M-165","Entpd family","Entpd family","2"
"GMP","Aprt","M-148","Other","Other","1"
"GMP","Aprt","M-149","Other","Other","3"
"GMP","Hprt1","M-143","Other","Other","1"
"GMP","Hprt1","M-145","Other","Other","1"
"GMP","Hprt1","M-148","Other","Other","1"
"GMP","Hprt1","M-149","Other","Other","3"
"GMP","Gmps","M-148","Other","Other","1"
"GMP","Gmps","M-170","Other","Other","2"
"GMP","Nudt2","M-145","Nudt family","Nudt family","1"
"GMP","Nudt2","M-148","Nudt family","Nudt family","1"
"GMP","Entpd4","M-133","Entpd family","Entpd family","1"
"GMP","Entpd4","M-135","Entpd family","Entpd family","1"
"GMP","Entpd4","M-153","Entpd family","Entpd family","3"
"GMP","Entpd6","M-133","Entpd family","Entpd family","1"
"GMP","Entpd6","M-135","Entpd family","Entpd family","1"
"GMP","Entpd6","M-153","Entpd family","Entpd family","3"
"GMP","Entpd5","M-133","Entpd family","Entpd family","1"
"GMP","Entpd5","M-135","Entpd family","Entpd family","1"
"GMP","Entpd5","M-153","Entpd family","Entpd family","3"
"GMP","Atic","M-133","Other","Other","1"
"GMP","Atic","M-135","Other","Other","1"
"GMP","Nt5c3","M-45","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-138","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-139","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-140","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-143","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-145","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-148","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-149","Nt5 family","Nt5 family","3"
"GMP","Nt5c3","M-152","Nt5 family","Nt5 family","2"
"GMP","Nt5c3","M-156","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-158","Nt5 family","Nt5 family","3"
"GMP","Nt5c3","M-159","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-162","Nt5 family","Nt5 family","1"
"GMP","Nt5c3","M-164","Nt5 family","Nt5 family","3"
"GMP","Nt5c2","M-45","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-138","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-139","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-140","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-143","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-145","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-148","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-149","Nt5 family","Nt5 family","3"
"GMP","Nt5c2","M-152","Nt5 family","Nt5 family","2"
"GMP","Nt5c2","M-156","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-158","Nt5 family","Nt5 family","3"
"GMP","Nt5c2","M-159","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-162","Nt5 family","Nt5 family","1"
"GMP","Nt5c2","M-164","Nt5 family","Nt5 family","3"
"GMP","Entpd8","M-133","Entpd family","Entpd family","1"
"GMP","Entpd8","M-135","Entpd family","Entpd family","1"
"GMP","Entpd8","M-138","Entpd family","Entpd family","1"
"GMP","Entpd8","M-153","Entpd family","Entpd family","3"
"GMP","Entpd8","M-155","Entpd family","Entpd family","1"
"GMP","Entpd8","M-156","Entpd family","Entpd family","1"
"GMP","Entpd8","M-165","Entpd family","Entpd family","2"
"I","Nt5e","M-45","Nt5 family","Nt5 family","1"
"I","Nt5e","M-138","Nt5 family","Nt5 family","1"
"I","Nt5e","M-139","Nt5 family","Nt5 family","1"
"I","Nt5e","M-140","Nt5 family","Nt5 family","1"
"I","Nt5e","M-143","Nt5 family","Nt5 family","1"
"I","Nt5e","M-145","Nt5 family","Nt5 family","1"
"I","Nt5e","M-148","Nt5 family","Nt5 family","1"
"I","Nt5e","M-149","Nt5 family","Nt5 family","3"
"I","Nt5e","M-152","Nt5 family","Nt5 family","2"
"I","Nt5e","M-156","Nt5 family","Nt5 family","1"
"I","Nt5e","M-158","Nt5 family","Nt5 family","3"
"I","Nt5e","M-159","Nt5 family","Nt5 family","1"
"I","Nt5e","M-162","Nt5 family","Nt5 family","1"
"I","Nt5e","M-164","Nt5 family","Nt5 family","3"
"I","Nt5c1b","M-45","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-138","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-139","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-140","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-143","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-145","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-148","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-149","Nt5 family","Nt5 family","3"
"I","Nt5c1b","M-152","Nt5 family","Nt5 family","2"
"I","Nt5c1b","M-156","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-158","Nt5 family","Nt5 family","3"
"I","Nt5c1b","M-159","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-162","Nt5 family","Nt5 family","1"
"I","Nt5c1b","M-164","Nt5 family","Nt5 family","3"
"I","Nt5c1a","M-45","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-138","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-139","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-140","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-143","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-145","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-148","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-149","Nt5 family","Nt5 family","3"
"I","Nt5c1a","M-152","Nt5 family","Nt5 family","2"
"I","Nt5c1a","M-156","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-158","Nt5 family","Nt5 family","3"
"I","Nt5c1a","M-159","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-162","Nt5 family","Nt5 family","1"
"I","Nt5c1a","M-164","Nt5 family","Nt5 family","3"
"I","Nt5c","M-45","Nt5 family","Nt5 family","1"
"I","Nt5c","M-138","Nt5 family","Nt5 family","1"
"I","Nt5c","M-139","Nt5 family","Nt5 family","1"
"I","Nt5c","M-140","Nt5 family","Nt5 family","1"
"I","Nt5c","M-143","Nt5 family","Nt5 family","1"
"I","Nt5c","M-145","Nt5 family","Nt5 family","1"
"I","Nt5c","M-148","Nt5 family","Nt5 family","1"
"I","Nt5c","M-149","Nt5 family","Nt5 family","3"
"I","Nt5c","M-152","Nt5 family","Nt5 family","2"
"I","Nt5c","M-156","Nt5 family","Nt5 family","1"
"I","Nt5c","M-158","Nt5 family","Nt5 family","3"
"I","Nt5c","M-159","Nt5 family","Nt5 family","1"
"I","Nt5c","M-162","Nt5 family","Nt5 family","1"
"I","Nt5c","M-164","Nt5 family","Nt5 family","3"
"I","Nt5m","M-45","Nt5 family","Nt5 family","1"
"I","Nt5m","M-138","Nt5 family","Nt5 family","1"
"I","Nt5m","M-139","Nt5 family","Nt5 family","1"
"I","Nt5m","M-140","Nt5 family","Nt5 family","1"
"I","Nt5m","M-143","Nt5 family","Nt5 family","1"
"I","Nt5m","M-145","Nt5 family","Nt5 family","1"
"I","Nt5m","M-148","Nt5 family","Nt5 family","1"
"I","Nt5m","M-149","Nt5 family","Nt5 family","3"
"I","Nt5m","M-152","Nt5 family","Nt5 family","2"
"I","Nt5m","M-156","Nt5 family","Nt5 family","1"
"I","Nt5m","M-158","Nt5 family","Nt5 family","3"
"I","Nt5m","M-159","Nt5 family","Nt5 family","1"
"I","Nt5m","M-162","Nt5 family","Nt5 family","1"
"I","Nt5m","M-164","Nt5 family","Nt5 family","3"
"I","Xdh","M-144","Other","Other","2"
"I","Xdh","M-146","Other","Other","2"
"I","Ada","M-142","Other","Other","2"
"I","Ada","M-143","Other","Other","1"
"I","Nt5c3","M-45","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-138","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-139","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-140","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-143","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-145","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-148","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-149","Nt5 family","Nt5 family","3"
"I","Nt5c3","M-152","Nt5 family","Nt5 family","2"
"I","Nt5c3","M-156","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-158","Nt5 family","Nt5 family","3"
"I","Nt5c3","M-159","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-162","Nt5 family","Nt5 family","1"
"I","Nt5c3","M-164","Nt5 family","Nt5 family","3"
"I","Nt5c2","M-45","Nt5 family","Nt5 family","1"
"I","Nt5c2","M-138","Nt5 family","Nt5 family","1"
"I","Nt5c2","M-139","Nt5 family","Nt5 family","1"
"I","Nt5c2","M-140","Nt5 family","Nt5 family","1"
"I","Nt5c2","M-143","Nt5 family","Nt5 family","1"
